age,male,part_time,area_of_birth,area_of_work,wage,job_tenure,firm_age,firm_size,precarious_job,firm_sector,skill_level,categoria,macrogruppo,agr_alim,tess_abbigl,manif_leggera,chim_materiali,metalmeccanica,util_trasporti,serv_avanzati
35,1,0,4,4,450,1,9,1,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
29,1,0,4,4,350,2,21,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
51,1,0,2,2,500,1,22,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
47,1,0,4,4,450,4,36,3,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
44,1,0,5,5,350,0,3,1,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
28,1,1,6,1,300,0,5,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
36,1,0,4,4,400,1,10,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
33,0,0,6,1,550,0,44,4,0,65,3,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
57,0,0,4,3,400,0,8,1,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
50,1,0,3,3,400,1,9,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
42,1,0,4,3,500,2,11,2,0,51,2,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
31,1,0,6,3,300,0,1,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
54,1,0,2,2,400,3,24,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
51,1,0,6,2,800,4,1,4,0,65,3,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
41,1,0,6,1,400,1,0,2,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
49,0,1,2,2,500,1,9,4,0,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
37,0,0,3,3,500,1,10,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
28,1,0,2,2,500,0,4,1,0,29,1,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
42,1,0,2,2,650,1,25,2,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
43,0,1,5,5,400,1,2,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
55,0,0,2,2,1050,1,9,1,0,28,3,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
50,1,0,2,2,600,5,34,3,0,31,3,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
52,1,0,4,4,350,1,16,1,1,20,2,Fabbricazione prodotti chimici,Chimica e Materiali,0,0,0,1,0,0,0
35,1,0,5,5,450,1,0,3,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
44,0,0,3,3,550,2,20,2,0,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
30,0,0,2,2,550,1,8,2,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
27,1,0,4,1,500,2,11,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
26,1,1,6,3,350,1,11,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
55,1,0,3,3,700,4,18,2,0,25,3,Fabbricazione di prodotti in met,Metalmeccanica,0,0,0,0,1,0,0
37,1,0,5,5,300,1,2,1,0,20,2,Fabbricazione prodotti chimici,Chimica e Materiali,0,0,0,1,0,0,0
55,0,0,3,3,500,1,60,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
25,0,1,3,3,750,0,3,1,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
37,0,1,1,1,600,2,3,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
43,0,1,3,3,550,1,5,3,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
30,1,0,4,4,350,0,4,1,1,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
27,0,0,1,1,250,1,5,2,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
36,1,0,2,2,450,2,12,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
30,1,0,3,3,550,2,8,2,0,31,2,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
40,1,0,4,2,600,0,0,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
39,1,0,3,3,1050,2,40,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
44,0,0,4,4,450,1,9,3,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
45,1,0,4,4,500,4,36,4,0,27,2,Fabbricazioni di apparecchiature,Metalmeccanica,0,0,0,0,1,0,0
47,0,0,2,2,500,2,39,2,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
51,1,0,5,5,600,1,6,3,0,90,2,"Attività creative, artistiche",Servizi Avanzati,0,0,0,0,0,0,1
35,0,0,3,3,450,1,25,4,0,90,3,"Attività creative, artistiche",Servizi Avanzati,0,0,0,0,0,0,1
25,0,1,6,3,350,0,7,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
45,0,1,1,1,450,1,9,3,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
48,1,0,3,4,550,1,26,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
31,1,0,6,2,750,1,12,2,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
28,1,0,1,4,500,1,6,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
52,1,0,4,4,350,3,0,1,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
42,1,0,1,5,400,0,4,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
46,0,0,2,2,850,1,39,2,0,55,3,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
30,0,0,2,2,500,1,14,4,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
51,1,0,3,3,700,2,8,1,0,90,2,"Attività creative, artistiche",Servizi Avanzati,0,0,0,0,0,0,1
37,1,0,4,2,800,2,10,4,0,60,3,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
55,0,0,6,3,900,5,44,4,0,65,3,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
50,1,0,4,4,550,4,44,4,0,61,2,Telecomunicazioni,Servizi Avanzati,0,0,0,0,0,0,1
36,0,0,2,2,350,4,19,1,0,19,3,Fabbricazione di coke e prodotti,Chimica e Materiali,0,0,0,1,0,0,0
33,1,1,4,4,500,1,3,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
49,1,0,3,3,800,5,60,2,0,91,3,"Attività di biblioteche, musei",Servizi Avanzati,0,0,0,0,0,0,1
44,0,1,3,3,400,1,15,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
45,0,1,2,2,350,1,4,1,0,85,3,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
25,0,0,1,1,450,1,12,1,0,28,3,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
42,0,0,1,1,450,1,8,3,0,17,2,Fabbricazione di carta,Manifatturiera Leggera,0,0,1,0,0,0,0
54,0,0,4,3,200,0,7,1,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
31,1,0,4,3,400,1,5,1,0,36,2,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
37,1,0,5,5,550,1,60,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
34,1,0,1,1,550,0,0,1,1,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
35,1,0,4,4,500,1,11,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
32,0,0,4,3,650,2,19,2,0,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
61,1,0,5,5,350,1,19,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
31,1,0,5,5,400,1,12,1,0,72,2,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
24,1,1,4,4,350,1,7,4,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
40,0,1,3,3,450,1,8,4,1,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
24,1,0,6,1,350,1,2,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
46,1,0,2,2,450,5,0,3,0,31,2,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
56,1,0,2,2,600,1,1,1,0,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
48,0,0,4,4,900,3,31,2,0,15,3,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
59,0,1,4,1,500,1,39,1,0,91,2,"Attività di biblioteche, musei",Servizi Avanzati,0,0,0,0,0,0,1
59,1,0,5,5,450,0,0,1,1,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
24,1,0,6,3,400,1,13,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
21,1,0,4,4,300,1,9,1,0,28,1,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
41,0,0,6,2,450,0,4,4,0,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
34,0,0,1,1,450,2,15,2,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
42,0,0,2,2,250,3,14,2,0,28,3,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
46,0,0,1,1,500,4,36,1,0,28,3,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
38,1,0,3,3,400,1,12,1,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
56,1,0,5,5,400,0,0,1,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
34,1,0,1,1,300,2,31,3,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
39,1,0,4,4,400,0,27,1,1,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
34,1,0,5,2,450,1,14,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
36,0,1,4,4,400,1,1,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
48,0,1,6,3,350,1,8,3,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
21,0,0,3,3,400,1,9,3,0,52,1,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
44,1,0,1,1,950,2,4,3,0,29,2,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
51,0,1,2,2,550,1,6,1,0,71,3,Attività studi architettura e i,Servizi Avanzati,0,0,0,0,0,0,1
34,0,1,1,1,400,1,9,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
57,1,0,4,1,650,0,3,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
23,1,0,1,1,400,0,9,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
32,0,0,1,1,800,0,12,1,0,63,4,Attività dei servizi di informa,Servizi Avanzati,0,0,0,0,0,0,1
24,1,0,2,2,500,1,19,1,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
41,0,1,1,1,450,0,38,2,0,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
50,1,0,2,2,700,2,19,1,0,26,2,Fabbricazione di computer e prod,Metalmeccanica,0,0,0,0,1,0,0
35,1,0,2,2,600,2,21,1,0,29,3,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
45,1,0,4,4,500,1,2,4,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
36,0,0,1,1,400,3,36,2,0,17,3,Fabbricazione di carta,Manifatturiera Leggera,0,0,1,0,0,0,0
33,0,0,3,3,500,2,16,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
59,0,0,5,3,600,1,60,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
35,0,1,4,4,350,1,37,4,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
43,0,0,3,3,500,1,11,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
57,0,0,2,2,550,1,60,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
48,1,0,1,1,450,4,25,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
23,1,0,5,5,300,1,12,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
35,1,0,3,3,500,1,6,2,0,25,2,Fabbricazione di prodotti in met,Metalmeccanica,0,0,0,0,1,0,0
52,1,1,3,3,300,0,5,2,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
51,0,1,6,2,350,1,46,3,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
40,1,0,5,5,450,0,12,4,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
52,0,0,5,5,500,3,13,3,0,93,3,Attività sportive,Servizi Avanzati,0,0,0,0,0,0,1
27,0,0,4,4,650,1,1,4,0,65,3,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
35,0,0,3,3,750,1,6,3,0,24,3,Metallurgia,Metalmeccanica,0,0,0,0,1,0,0
41,1,0,1,1,350,0,33,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
35,0,0,2,3,350,1,46,4,1,91,3,"Attività di biblioteche, musei",Servizi Avanzati,0,0,0,0,0,0,1
46,1,0,2,3,550,0,27,2,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
49,0,0,3,3,1200,5,44,4,0,92,4,Attività giochi azzardo,Servizi Avanzati,0,0,0,0,0,0,1
34,0,0,2,2,400,0,39,4,1,91,3,"Attività di biblioteche, musei",Servizi Avanzati,0,0,0,0,0,0,1
47,1,0,5,3,500,4,19,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
44,1,0,6,4,300,1,21,1,1,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
38,1,0,5,5,500,2,59,1,0,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
33,1,0,2,2,500,0,39,2,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
38,1,0,6,1,200,1,31,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
54,1,0,5,5,650,5,46,2,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
42,0,1,2,2,400,5,30,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
42,1,1,4,4,350,0,11,1,1,36,2,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
31,1,0,1,1,800,1,44,3,0,32,3,Altre industrie manifatturiere,Manifatturiera Leggera,0,0,1,0,0,0,0
31,1,0,6,3,500,1,20,2,0,17,2,Fabbricazione di carta,Manifatturiera Leggera,0,0,1,0,0,0,0
45,0,0,4,4,400,0,5,1,1,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
50,1,0,5,5,500,1,3,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
34,0,1,5,2,400,1,6,2,1,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
51,1,0,2,2,500,2,31,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
38,1,1,6,3,300,1,9,1,0,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
42,1,0,1,1,950,1,10,2,0,72,4,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
39,0,0,4,3,1150,0,14,4,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
48,1,0,1,1,550,5,,1,0,,2,,,0,0,0,0,0,0,0
23,1,0,1,1,400,1,0,2,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
32,0,0,3,1,450,1,5,1,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
27,1,0,6,3,350,0,3,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
31,0,0,4,2,300,0,1,2,0,93,2,Attività sportive,Servizi Avanzati,0,0,0,0,0,0,1
35,1,0,1,1,700,3,1,4,0,65,3,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
39,0,0,2,2,300,3,30,1,0,18,2,Stampa e produzione di supporti,Manifatturiera Leggera,0,0,1,0,0,0,0
56,1,0,6,2,600,3,16,2,0,27,2,Fabbricazioni di apparecchiature,Metalmeccanica,0,0,0,0,1,0,0
35,0,0,3,3,250,1,0,2,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
25,0,1,1,1,350,0,6,1,0,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
52,1,0,6,4,300,4,44,2,0,14,2,Confezione di articoli di abbigl,Tessile e Abbigliamento,0,1,0,0,0,0,0
26,0,1,4,4,300,1,19,2,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
21,1,1,4,4,350,0,15,2,0,52,1,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
58,1,1,4,3,550,1,6,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
53,1,0,6,2,1000,2,28,2,0,29,3,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
45,1,0,2,2,450,1,36,2,0,36,3,"Raccolta, trattamento e fornitur",Utilities e Trasporti,0,0,0,0,0,1,0
40,1,0,4,4,1000,1,21,1,0,25,2,Fabbricazione di prodotti in met,Metalmeccanica,0,0,0,0,1,0,0
22,1,0,2,2,450,0,1,1,0,29,1,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
54,1,0,4,4,500,2,44,2,0,15,2,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
39,1,0,1,2,1150,1,1,3,0,35,4,Fornitura di acqua,Utilities e Trasporti,0,0,0,0,0,1,0
25,0,0,2,1,450,1,10,1,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
42,1,0,6,2,450,1,8,1,0,26,2,Fabbricazione di computer e prod,Metalmeccanica,0,0,0,0,1,0,0
56,0,0,1,1,600,4,39,2,0,22,3,Fabbricazione di articoli in gom,Chimica e Materiali,0,0,0,1,0,0,0
38,1,0,6,1,300,1,15,2,0,63,2,Attività dei servizi di informa,Servizi Avanzati,0,0,0,0,0,0,1
48,1,0,6,2,450,0,25,2,0,19,2,Fabbricazione di coke e prodotti,Chimica e Materiali,0,0,0,1,0,0,0
51,1,0,5,4,750,2,10,4,0,60,2,Attività di programmazione e tr,Servizi Avanzati,0,0,0,0,0,0,1
22,1,0,6,2,350,1,10,4,1,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
35,0,0,2,2,500,1,19,1,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
31,1,0,4,4,400,2,14,4,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
34,1,0,2,2,1100,2,18,4,0,29,4,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
46,1,0,2,2,500,4,9,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
48,1,0,1,1,500,5,44,3,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
35,0,0,3,3,500,1,3,1,1,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
55,0,0,4,1,550,1,60,4,0,64,3,Attività di servizi finanziari,Servizi Avanzati,0,0,0,0,0,0,1
23,0,1,4,4,300,1,7,1,0,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
33,0,0,4,4,350,1,10,1,0,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
48,0,1,1,1,700,2,24,1,0,52,4,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
41,1,0,4,4,450,3,14,2,0,25,2,Fabbricazione di prodotti in met,Metalmeccanica,0,0,0,0,1,0,0
36,0,1,2,2,550,0,7,3,0,85,3,Istruzione,Servizi Avanzati,0,0,0,0,0,0,1
32,0,1,3,3,450,1,12,2,0,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
57,1,0,2,2,550,1,4,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
46,1,0,1,1,1350,4,1,3,0,65,4,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
43,1,0,6,2,500,3,26,2,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
49,0,0,1,1,550,5,39,2,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
31,0,0,4,1,700,1,9,4,1,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
56,1,0,1,1,500,1,39,2,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
59,1,0,3,3,550,5,6,2,0,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
31,0,0,3,3,450,2,27,1,0,52,2,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
61,1,0,4,4,250,1,13,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
23,1,0,3,3,350,0,1,2,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
26,0,0,4,4,400,1,13,1,0,66,3,Attività ausiliarie dei servizi,Servizi Avanzati,0,0,0,0,0,0,1
31,0,1,4,3,700,2,7,4,0,65,3,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
46,0,0,4,4,650,3,13,2,0,18,3,Stampa e produzione di supporti,Manifatturiera Leggera,0,0,1,0,0,0,0
31,0,1,4,2,500,0,17,2,1,74,3,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
31,1,0,5,5,450,0,5,1,1,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
34,1,0,5,5,450,2,14,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
32,1,0,5,5,350,1,5,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
58,1,0,1,1,600,5,17,1,0,29,3,Fabbricazione di autoveicoli,Metalmeccanica,0,0,0,0,1,0,0
54,1,0,5,5,900,1,2,3,0,65,3,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
39,1,0,1,1,1200,4,44,4,0,65,4,Assicurazione e fondi pensione,Servizi Avanzati,0,0,0,0,0,0,1
42,1,0,5,5,550,3,14,1,0,66,3,Attività ausiliarie dei servizi,Servizi Avanzati,0,0,0,0,0,0,1
28,1,0,4,3,350,1,1,1,1,72,2,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
21,1,0,2,2,450,0,4,1,1,33,2,"Riparazione, manutenzione ed ins",Metalmeccanica,0,0,0,0,1,0,0
54,0,0,1,1,750,3,15,1,0,22,3,Fabbricazione di articoli in gom,Chimica e Materiali,0,0,0,1,0,0,0
22,1,0,3,3,450,1,24,3,0,21,2,Fabbricazione di prodotti farmac,Chimica e Materiali,0,0,0,1,0,0,0
32,1,1,6,2,350,1,2,3,0,74,2,"Altre attività professionali, s",Servizi Avanzati,0,0,0,0,0,0,1
59,1,0,5,5,850,5,42,3,0,13,4,Industrie tessili,Tessile e Abbigliamento,0,1,0,0,0,0,0
24,0,1,6,2,350,1,12,1,1,55,2,Alloggio,Utilities e Trasporti,0,0,0,0,0,1,0
50,0,1,5,1,450,3,16,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
56,1,0,4,2,450,3,36,1,0,27,2,Fabbricazioni di apparecchiature,Metalmeccanica,0,0,0,0,1,0,0
30,1,0,1,1,850,0,14,4,1,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
51,1,0,1,1,650,5,10,4,0,28,2,Fabbricazione di macchinari,Metalmeccanica,0,0,0,0,1,0,0
39,0,0,2,2,500,1,36,3,1,72,3,Ricerca scientifica e sviluppo,Servizi Avanzati,0,0,0,0,0,0,1
21,1,0,1,1,400,1,15,1,0,45,1,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
53,1,0,3,3,500,1,7,1,0,45,2,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
34,0,0,1,1,450,2,19,1,0,51,3,Trasporto aereo,Utilities e Trasporti,0,0,0,0,0,1,0
32,1,0,5,5,400,1,20,3,0,80,3,Servizi di vigilanza e investiga,Servizi Avanzati,0,0,0,0,0,0,1
44,0,1,4,3,450,1,39,4,0,52,3,Magazzinaggio e attività suppor,Utilities e Trasporti,0,0,0,0,0,1,0
36,1,0,2,2,1200,2,39,4,0,15,3,Fabbricazione di articoli in pel,Tessile e Abbigliamento,0,1,0,0,0,0,0
42,0,0,3,3,500,4,35,2,0,31,3,Fabbricazione di mobili,Manifatturiera Leggera,0,0,1,0,0,0,0
33,1,0,3,1,1050,1,18,4,0,11,4,Industria delle bevande,Agricoltura e Alimentare,1,0,0,0,0,0,0
27,1,0,4,4,550,0,27,2,0,45,3,Commercio all'ingrosso e al dett,Utilities e Trasporti,0,0,0,0,0,1,0
